8190           8190ZV17760           SXA18191FSTK000000040.000                    20180723MB1B                9P1    
8190           8190ZT45520           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45640           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45720           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT91470           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45800           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU02550           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44180           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44180           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU02650           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45980           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45980           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45980           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZG2524B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2524B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZQ90160           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZG2525B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2428B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2429B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2429B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZT45640           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45980           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45980           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44180           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44180           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU02860           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU02770           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU02770           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU02770           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU02600           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44660           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44810           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44810           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44810           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44810           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44810           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45380           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45450           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45260           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU03090           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45860           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45860           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45260           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45260           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU03210           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45710           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT45710           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU02910           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZU02550           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT44180           FL218190FL51000000020.000                    20180723MB1B                9I3    
8190           8190ZG2433B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZQ88300           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZG2522B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZQ89830           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ91970           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89940           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89940           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87840           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87840           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87840           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87840           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ88300           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZG2522B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2522B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2441B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2441B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2441B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2521B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2521B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2427B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2426B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2427B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2427B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2427B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZQ89650           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89650           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90160           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89740           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ88300           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90160           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90160           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90160           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89740           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZG2523B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZG2523B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZQ89650           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89650           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89740           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89740           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZG2522B           CLA28190CL51000000180.000                    20180723MB1B                9I3    
8190           8190ZQ89940           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87660           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89940           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87840           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87840           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89380           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89380           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89830           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89380           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89740           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89530           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZU02980           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZU02980           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190WF9195A           CL518190CL91000000025.000                    20180723MB1B                9I3    
8190           8190ZQ91680           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ91680           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ91680           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87630           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87630           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87630           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87630           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZU02980           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZU02980           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZU02980           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZU06220           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZU06220           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZU06220           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZU06220           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZU24050           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZU24050           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZU02980           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZQ87630           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87630           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90110           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90000           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90000           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87970           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87970           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87970           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89610           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89610           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89610           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89610           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89700           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90000           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90000           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90000           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90110           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90110           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90110           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90110           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87730           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87730           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87730           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87730           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87730           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87730           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89700           CL518190CL91000000020.000                    20180723MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180723MB1B                9I3    
8190           8190ZQ89650           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ90390           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87890           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87890           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ91900           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ89380           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87760           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZQ87660           CL218190CL51000000020.000                    20180723MB1B                9I3    
8190           8190ZP67910           CLA08190CL51000000040.000                    20180723MB1B                9I3    
8190           8190ZP67910           CLA08190CL51000000040.000                    20180723MB1B                9I3    
8190           8190WN4523B           FL518190FL91000000050.000                    20180723MB1B                9I3    
8190           8190WN4523B           FL518190FL91000000050.000                    20180723MB1B                9I3    
8190           8190WN4523B           FL518190FL91000000050.000                    20180723MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180723MB1B                9I3    
8190           8190ZQ84490           SX218190SX51000000015.000                    20180723MB1B                9I3    
8190           8190ZQ86340           SX218190SX51000000015.000                    20180723MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180723MB1B                9I3    
8190           8190ZQ87220           SX218190SX51000000015.000                    20180723MB1B                9I3    
8190           8190ZQ84490           SX218190SX51000000015.000                    20180723MB1B                9I3    
8190           8190ZQ88890           SX218190SX51000000015.000                    20180723MB1B                9I3    
8190           8190ZQ88890           SX218190SX51000000015.000                    20180723MB1B                9I3    
8190           8190ZQ88890           SX218190SX51000000015.000                    20180723MB1B                9I3    
8190           8190WN4523B           FL518190FL91000000050.000                    20180723MB1B                9I3    
8190           8190ZP67910           CLA08190CL51000000040.000                    20180723MB1B                9I3    
8190           8190ZP67910           CLA08190CL51000000040.000                    20180723MB1B                9I3    
8190           8190ZP67910           CLA08190CL51000000040.000                    20180723MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZP67910           CLA08190CL51000000040.000                    20180723MB1B                9I3    
8190           8190ZP67910           CLA08190CL51000000040.000                    20180723MB1B                9I3    
8190           8190ZP67910           CLA08190CL51000000040.000                    20180723MB1B                9I3    
8190           8190ZP67910           CLA08190CL51000000040.000                    20180723MB1B                9I3    
8190           8190ZP67910           CLA08190CL51000000040.000                    20180723MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT43850           FL218190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZV28530           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZV28530           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZT44020           FLA18190FL51000000005.000                    20180723MB1B                9I3    
8190           8190ZV28530           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZV28530           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZV28510           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZQ94650           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZQ94650           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZQ94630           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZQ94630           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZQ94630           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZQ94570           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZQ94570           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZQ94570           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZQ94730           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZQ94730           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZQ94650           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZR10700           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZR10700           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZV28510           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZV28510           SX518190SX91000000015.000                    20180723MB1B                9I3    
8190           8190ZV28510           SX518190SX91000000015.000                    20180723MB1B                9I3    
